S09-J015-R0180-JI-S01	S09-J015-R0180-JI	1	配偶的身体不好	SPOUSE	ROMANTIC_RELATION+HEALTH_STATE	MARRIAGE_RELATION	HEALTH_BODY+PARENT_DOCUMENT	MARRIAGE_RELATION_CHAIN+HEALTH_RISK_CHAIN+PARENT_DOCUMENT_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+HEALTH_ENDPOINT_LIMIT+FORMAL_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_HEALTH_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J024-R0280-JI-S02	S09-J024-R0280-JI	2	容易有分居的现象	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17+ROMANTIC_RELATION+RELATION_CONFLICT	CHILD_OUTPUT	MARRIAGE_RELATION	CHILD_OUTPUT_CHAIN+MARRIAGE_RELATION_CHAIN	关系分居	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+CHILD_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT+HIGH_THRESHOLD_REQUIRES_S17	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_CHILD_ENDPOINT+ZERO_RELATION_ENDPOINT	ACTIVE
S09-J024-R0281-LU-S01	S09-J024-R0281-LU	1	母亲与父亲缘分深	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MONEY_FINANCE	PARENT_DOCUMENT_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J024-R0281-LU-S02	S09-J024-R0281-LU	2	常夫唱妇随	SPOUSE	SEMANTIC_ACTION_REQUIRES_S17	MARRIAGE_RELATION	MONEY_FINANCE	MARRIAGE_RELATION_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J024-R0281-QUAN-S01	S09-J024-R0281-QUAN	1	母亲管制父亲的行为	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MONEY_FINANCE	PARENT_DOCUMENT_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J024-R0281-QUAN-S02	S09-J024-R0281-QUAN	2	使得父亲不敢在外乱来	PARENT	MIGRATION_ACTION	PARENT_DOCUMENT	MIGRATION_OUTSIDE+MONEY_FINANCE	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J024-R0281-KE-S01	S09-J024-R0281-KE	1	母亲关心父亲	PARENT	RELATION_SUPPORT	PARENT_DOCUMENT	MONEY_FINANCE	PARENT_DOCUMENT_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J024-R0281-KE-S02	S09-J024-R0281-KE	2	常帮助父亲调度钱财	PARENT	RELATION_SUPPORT	PARENT_DOCUMENT	MONEY_FINANCE	PARENT_DOCUMENT_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J024-R0281-JI-S01	S09-J024-R0281-JI	1	母亲对父亲很凶	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MONEY_FINANCE	PARENT_DOCUMENT_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J024-R0281-JI-S02	S09-J024-R0281-JI	2	管束父亲的钱财	PARENT	RELATION_CONFLICT	PARENT_DOCUMENT	MONEY_FINANCE	PARENT_DOCUMENT_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J024-R0281-JI-S03	S09-J024-R0281-JI	3	父母不洽	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MONEY_FINANCE	PARENT_DOCUMENT_CHAIN+FINANCE_FIVE_AXIS_CHAIN	NONE	PRESENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+FINANCE_RESULT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_FINANCE_ENDPOINT	ACTIVE
S09-J024-R0282-LU-S01	S09-J024-R0282-LU	1	父亲常在外风花雪月	PARENT	MIGRATION_ACTION	PARENT_DOCUMENT	MIGRATION_OUTSIDE+HEALTH_BODY	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J024-R0282-LU-S02	S09-J024-R0282-LU	2	母亲也好交友	PARENT	GROUP_ACTION	PARENT_DOCUMENT	FRIEND_GROUP+HEALTH_BODY	PARENT_DOCUMENT_CHAIN+FRIEND_PARTNERSHIP_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+HEALTH_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_GROUP_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J024-R0282-QUAN-S01	S09-J024-R0282-QUAN	1	父母恋爱结婚	PARENT	SEMANTIC_ACTION_REQUIRES_S17+ROMANTIC_RELATION+FORMAL_PROCESS	PARENT_DOCUMENT	HEALTH_BODY+MARRIAGE_RELATION	PARENT_DOCUMENT_CHAIN+HEALTH_RISK_CHAIN+MARRIAGE_RELATION_CHAIN	结婚	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED+HIGH_THRESHOLD_REQUIRES_S17+RELATION_STATUS_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_HEALTH_ENDPOINT+ZERO_RESULTIZATION+ZERO_PEACH_ENDPOINT	ACTIVE
S09-J024-R0282-QUAN-S02	S09-J024-R0282-QUAN	2	先上车后补票	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	HEALTH_BODY	NONE	HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J024-R0282-KE-S01	S09-J024-R0282-KE	1	母亲注意照顾父亲的身体	PARENT	RELATION_SUPPORT+HEALTH_STATE	PARENT_DOCUMENT	HEALTH_BODY	PARENT_DOCUMENT_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J024-R0282-JI-S01	S09-J024-R0282-JI	1	父母两人争执多	PARENT	RELATION_CONFLICT	PARENT_DOCUMENT	HEALTH_BODY	PARENT_DOCUMENT_CHAIN+HEALTH_RISK_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+HEALTH_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_HEALTH_ENDPOINT	ACTIVE
S09-J024-R0282-JI-S02	S09-J024-R0282-JI	2	常有离异之意	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17+RELATION_CONFLICT+FORMAL_PROCESS	HEALTH_BODY	MARRIAGE_RELATION	HEALTH_RISK_CHAIN+MARRIAGE_RELATION_CHAIN	离婚	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+HEALTH_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT+FORMAL_ENDPOINT_LIMIT+HIGH_THRESHOLD_REQUIRES_S17	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_HEALTH_ENDPOINT+ZERO_RELATION_ENDPOINT+ZERO_FORMALIZATION_ENDPOINT	ACTIVE
S09-J024-R0283-LU-S01	S09-J024-R0283-LU	1	父母缘分深	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MIGRATION_OUTSIDE	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J024-R0283-LU-S02	S09-J024-R0283-LU	2	母亲关心父亲	PARENT	RELATION_SUPPORT	PARENT_DOCUMENT	MIGRATION_OUTSIDE	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J024-R0283-LU-S03	S09-J024-R0283-LU	3	母亲劳碌操心	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MIGRATION_OUTSIDE	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J024-R0283-QUAN-S01	S09-J024-R0283-QUAN	1	母亲好管父亲	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MIGRATION_OUTSIDE	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J024-R0283-QUAN-S02	S09-J024-R0283-QUAN	2	多唠叨	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MIGRATION_OUTSIDE	NONE	MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J024-R0283-QUAN-S03	S09-J024-R0283-QUAN	3	要父亲有大作为	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MIGRATION_OUTSIDE	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J024-R0283-KE-S01	S09-J024-R0283-KE	1	父母相敬如宾	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MIGRATION_OUTSIDE	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J024-R0283-KE-S02	S09-J024-R0283-KE	2	母亲很注重父亲的形象	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MIGRATION_OUTSIDE	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J024-R0283-JI-S01	S09-J024-R0283-JI	1	母亲先父亲而逝	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MIGRATION_OUTSIDE	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J024-R0283-JI-S02	S09-J024-R0283-JI	2	母亲与父亲缘分淡	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	MIGRATION_OUTSIDE	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J024-R0283-JI-S03	S09-J024-R0283-JI	3	容易有离别	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	MIGRATION_OUTSIDE	NONE	MIGRATION_OUTSIDE_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+MIGRATION_ENDPOINT_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_MIGRATION_ENDPOINT	ACTIVE
S09-J024-R0284-LU-S01	S09-J024-R0284-LU	1	父亲在外有桃花	PARENT	ROMANTIC_RELATION+MIGRATION_ACTION	PARENT_DOCUMENT	MIGRATION_OUTSIDE+MARRIAGE_RELATION+FRIEND_GROUP	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN+MARRIAGE_RELATION_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+RELATION_STATUS_LIMIT+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT+ZERO_PEACH_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J024-R0284-LU-S02	S09-J024-R0284-LU	2	本人辛劳而好处给他人	SELF	SEMANTIC_ACTION_REQUIRES_S17	SELF_BEHAVIOR	FRIEND_GROUP	SELF_STATE_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+PERSONALITY_ONLY_LIMIT+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_RESULTIZATION+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J024-R0284-QUAN-S01	S09-J024-R0284-QUAN	1	母亲精力过剩	PARENT	SEMANTIC_ACTION_REQUIRES_S17	PARENT_DOCUMENT	FRIEND_GROUP	PARENT_DOCUMENT_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J024-R0284-QUAN-S02	S09-J024-R0284-QUAN	2	好管他人闲事	CONTEXT_SUBJECT	SEMANTIC_ACTION_REQUIRES_S17	FRIEND_GROUP	NONE	FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J024-R0284-KE-S01	S09-J024-R0284-KE	1	父母出外有贵人相助	PARENT	RELATION_SUPPORT+MIGRATION_ACTION	PARENT_DOCUMENT	MIGRATION_OUTSIDE+FRIEND_GROUP	PARENT_DOCUMENT_CHAIN+MIGRATION_OUTSIDE_CHAIN+FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+MIGRATION_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_MIGRATION_ENDPOINT+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J024-R0284-KE-S02	S09-J024-R0284-KE	2	多朋友的关照帮助	FRIEND_TEAM	RELATION_SUPPORT+GROUP_ACTION	FRIEND_GROUP	NONE	FRIEND_PARTNERSHIP_CHAIN	NONE	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_GROUP_ENDPOINT	ACTIVE
S09-J024-R0284-JI-S01	S09-J024-R0284-JI	1	父母晚婚	PARENT	SEMANTIC_ACTION_REQUIRES_S17+ROMANTIC_RELATION+FORMAL_PROCESS	PARENT_DOCUMENT	FRIEND_GROUP+MARRIAGE_RELATION	PARENT_DOCUMENT_CHAIN+FRIEND_PARTNERSHIP_CHAIN+MARRIAGE_RELATION_CHAIN	婚姻正式化时间	ABSENT	PRESENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+FORMAL_ENDPOINT_LIMIT+GROUP_RISK_LIMIT+PERSON_TAIJI_REQUIRED+RELATION_STATUS_LIMIT+HIGH_THRESHOLD_REQUIRES_S17	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_FORMALIZATION_ENDPOINT+ZERO_GROUP_ENDPOINT+ZERO_RELATION_ENDPOINT	ACTIVE
S09-J024-R0284-JI-S02	S09-J024-R0284-JI	2	但先同居而后婚或只同居	CONTEXT_SUBJECT	ROMANTIC_RELATION	MARRIAGE_RELATION	FRIEND_GROUP	MARRIAGE_RELATION_CHAIN+FRIEND_PARTNERSHIP_CHAIN	伴侣同居	ABSENT	ABSENT	SINGLE_144_SOURCE_LIMIT+TOPIC_AXIS_REQUIRED+DUPLICATE_SYMBOL_MERGE+DYNAMIC_LAYER_CONDITIONAL+RELATION_STATUS_LIMIT+GROUP_RISK_LIMIT+HIGH_THRESHOLD_REQUIRES_S17	ZERO_SINGLE_144+ZERO_DUPLICATE_STACKING+ZERO_PEACH_ENDPOINT+ZERO_GROUP_ENDPOINT+ZERO_RELATION_ENDPOINT	ACTIVE
